City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
221,Vila Velha,BR,2021-02-05 23:54:15,-20.3297,-40.2925,82.4,74,75,11.5
222,Lethem,GY,2021-02-05 23:58:04,3.3803,-59.7968,80.96,60,17,9.04
223,Panama City,PA,2021-02-05 23:55:49,8.9936,-79.5197,86.0,70,20,13.8
224,La Ronge,CA,2021-02-05 23:58:04,55.1001,-105.2842,-18.4,63,94,12.66
225,Guerrero Negro,MX,2021-02-05 23:54:07,27.9769,-114.0611,64.94,49,0,17.81
226,Matraderecske,HU,2021-02-05 23:58:04,47.95,20.0833,37.76,91,96,2.95
227,Fortuna,US,2021-02-05 23:54:54,40.5982,-124.1573,52.0,93,90,19.57
228,Goure,NE,2021-02-05 23:58:05,13.9835,10.2704,69.01,19,0,10.0
229,San Juan,AR,2021-02-05 23:58:05,-31.5375,-68.5364,86.05,22,0,11.52
230,Agua Verde,MX,2021-02-05 23:58:05,22.9,-106.05,77.0,53,20,9.22
231,Maricka,BA,2021-02-05 23:58:05,44.8686,16.8406,42.8,93,100,1.14
232,Shache,CN,2021-02-05 23:58:05,38.4167,77.2406,25.68,88,22,0.4
233,Matagami,CA,2021-02-05 23:58:05,49.7502,-77.6328,28.4,93,90,16.11
234,Margate,GB,2021-02-05 23:53:19,51.3813,1.3862,44.01,91,30,6.31
235,Limbang,MY,2021-02-05 23:55:01,4.75,115.0,78.8,94,75,2.3
236,Kurchum,KZ,2021-02-05 23:58:06,48.5722,83.6542,18.39,95,100,2.01
237,Road Town,VG,2021-02-05 23:58:06,18.4167,-64.6167,78.8,73,40,8.05
238,Khanpur,PK,2021-02-05 23:58:06,28.6453,70.6567,48.29,59,0,2.15
239,Saint-Leu,RE,2021-02-05 23:58:06,-21.15,55.2833,75.99,58,32,2.84
240,Lazaro Cardenas,MX,2021-02-05 23:58:06,17.9583,-102.2,78.93,67,1,5.35
241,Arraial Do Cabo,BR,2021-02-05 23:54:51,-22.9661,-42.0278,75.97,93,100,7.99
242,Port Macquarie,AU,2021-02-05 23:58:06,-31.4333,152.9167,84.0,56,94,1.99
243,Ashland,US,2021-02-05 23:58:07,40.8167,-82.2665,26.6,68,90,19.57
244,Sinnamary,GF,2021-02-05 23:58:07,5.3833,-52.95,77.52,86,80,15.19
245,Hondo,JP,2021-02-05 23:58:07,32.45,130.2,46.4,93,75,2.3
246,Srednekolymsk,RU,2021-02-05 23:58:07,67.45,153.6833,-23.48,84,6,0.54
247,Victor Harbor,AU,2021-02-05 23:58:07,-35.5667,138.6167,64.99,83,11,8.01
